# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
4	4	0.922	BBX44508.1	BBZ14045.1	*	QYL25203.1	VDM88546.1
4	4	0.922	BBX45252.1	BBZ13376.1	BBZ40177.1	QYL25658.1	*
4	4	0.922	BBX46443.1	BBZ12134.1	BBZ41357.1	*	VDM90409.1
4	4	0.922	BBX46615.1	BBZ11898.1	BBZ41756.1	*	VDM90756.1
4	4	0.921	BBX45293.1	BBZ13327.1	BBZ40304.1	*	VDM89499.1
4	4	0.921	BBX45644.1	*	BBZ37876.1	QYL25089.1	VDM87665.1
4	4	0.921	BBX46313.1	BBZ12267.1	BBZ41400.1	*	VDM90443.1
4	4	0.921	BBX47039.1	BBZ11484.1	BBZ42196.1	*	VDM91209.1
4	4	0.921	BBX47997.1	BBZ10590.1	BBZ37383.1	QYL23644.1	*
4	4	0.921	BBX48304.1	*	BBZ40759.1	QYL23348.1	VDM89934.1
4	4	0.921	BBX48440.1	BBZ10175.1	BBZ37803.1	*	VDM87618.1
4	4	0.92	BBX45587.1	BBZ13075.1	BBZ40681.1	*	VDM89870.1
4	4	0.92	BBX48474.1	BBZ12742.1	BBZ37859.1	*	VDM87660.1
4	4	0.919	BBX44427.1	BBZ14122.1	BBZ39049.1	*	VDM88473.1
4	4	0.919	BBX45939.1	BBZ12660.1	BBZ41015.1	*	VDM90144.1
4	4	0.918	BBX45302.1	*	BBZ37954.1	QYL21230.1	VDM89584.1
4	4	0.917	BBX45061.1	BBZ13578.1	BBZ39930.1	*	VDM89226.1
4	4	0.917	BBX45681.1	BBZ12935.1	BBZ41091.1	*	VDM90194.1
4	4	0.916	BBX46610.1	BBZ11905.1	BBZ42507.1	QYL20580.1	*
4	4	0.916	BBX47972.1	BBZ12470.1	BBZ40823.1	*	VDM90009.1
4	4	0.915	BBX45132.1	BBZ13485.1	*	QYL20295.1	VDM89315.1
4	4	0.915	BBX45190.1	*	BBZ40107.1	QYL20918.1	VDM89373.1
4	4	0.915	BBX45586.1	BBZ13076.1	BBZ40680.1	*	VDM89869.1
4	4	0.915	BBX47434.1	BBZ11227.1	BBZ42611.1	*	VDM86754.1
4	4	0.915	BBX48637.1	BBZ09957.1	BBZ38043.1	QYL24378.1	*
4	4	0.914	BBX44367.1	*	BBZ39006.1	QYL25094.1	VDM88422.1
4	4	0.914	BBX46600.1	BBZ11914.1	BBZ42504.1	QYL20555.1	*
4	4	0.914	BBX47351.1	BBZ11307.1	BBZ42525.1	QYL20454.1	*
4	4	0.913	BBX44470.1	*	BBZ39090.1	QYL25166.1	VDM88513.1
4	4	0.913	BBX45617.1	BBZ13000.1	BBZ40699.1	*	VDM89889.1
4	4	0.913	BBX48654.1	BBZ09929.1	BBZ39918.1	*	VDM89207.1
4	4	0.912	BBX44022.1	BBZ14588.1	BBZ38475.1	*	VDM88067.1
4	4	0.912	BBX44080.1	BBZ14475.1	*	QYL24935.1	VDM88130.1
4	4	0.912	BBX44251.1	BBZ12476.1	BBZ38685.1	*	VDM88296.1
4	4	0.912	BBX44523.1	BBZ14031.1	BBZ39135.1	*	VDM88560.1
4	4	0.912	BBX45422.1	BBZ13241.1	BBZ40494.1	*	VDM89708.1
4	4	0.912	BBX47316.1	*	BBZ42370.1	QYL23316.1	VDM86584.1
4	4	0.911	*	BBZ14295.1	BBZ38699.1	QYL25002.1	VDM88310.1
4	4	0.911	BBX45171.1	BBZ13448.1	BBZ40087.1	QYL20901.1	*
4	4	0.911	BBX45631.1	BBZ12986.1	BBZ40718.1	QYL24529.1	*
4	4	0.91	BBX44360.1	BBZ14187.1	*	QYL25551.1	VDM88414.1
4	4	0.91	BBX47601.1	BBZ11023.1	BBZ37002.1	*	VDM86897.1
4	4	0.91	BBX48151.1	*	BBZ40398.1	QYL23836.1	VDM89633.1
4	4	0.909	BBX44079.1	BBZ14476.1	*	QYL24934.1	VDM88129.1
4	4	0.909	BBX44929.1	BBZ13706.1	BBZ39666.1	*	VDM88986.1
4	4	0.909	BBX45030.1	*	BBZ37626.1	QYL20423.1	VDM89467.1
4	4	0.909	BBX46599.1	BBZ11915.1	BBZ42503.1	QYL20554.1	*
4	4	0.909	BBX47033.1	BBZ11491.1	BBZ42210.1	*	VDM91202.1
4	4	0.909	BBX47190.1	BBZ11872.1	BBZ41748.1	QYL22774.1	*
4	4	0.907	BBX45448.1	*	BBZ40518.1	QYL21158.1	VDM89732.1
4	4	0.907	BBX45768.1	BBZ12854.1	BBZ40855.1	*	VDM90045.1
4	4	0.906	*	BBZ10245.1	BBZ37740.1	QYL24089.1	VDM87542.1
4	4	0.906	BBX44909.1	BBZ13723.1	*	QYL20600.1	VDM88974.1
4	4	0.906	BBX45646.1	BBZ12980.1	*	QYL25485.1	VDM89901.1
4	4	0.906	BBX45934.1	BBZ12667.1	*	QYL21631.1	VDM90135.1
4	4	0.906	BBX48282.1	BBZ10344.1	BBZ37631.1	*	VDM87433.1
4	4	0.905	*	BBZ10244.1	BBZ37741.1	QYL24090.1	VDM87543.1
4	4	0.905	BBX45478.1	BBZ13184.1	BBZ40547.1	QYL21173.1	*
4	4	0.905	BBX47075.1	BBZ11450.1	BBZ42163.1	*	VDM91240.1
4	4	0.905	BBX47195.1	BBZ11867.1	BBZ41743.1	QYL22770.1	*
4	4	0.905	BBX48040.1	BBZ12767.1	BBZ37448.1	*	VDM87272.1
4	4	0.904	BBX44222.1	BBZ14337.1	BBZ38652.1	*	VDM88265.1
4	4	0.904	BBX47192.1	BBZ11870.1	BBZ41746.1	QYL22773.1	*
4	4	0.903	*	BBZ10853.1	BBZ41037.1	QYL23660.1	VDM91085.1
4	4	0.903	BBX44314.1	*	BBZ38966.1	QYL24652.1	VDM88382.1
4	4	0.903	BBX45446.1	*	BBZ40516.1	QYL21156.1	VDM89730.1
4	4	0.903	BBX47377.1	BBZ11269.1	BBZ42560.1	*	VDM86705.1
4	4	0.903	BBX48881.1	*	BBZ38356.1	QYL20875.1	VDM87941.1
4	4	0.902	BBX44643.1	BBZ13902.1	BBZ38294.1	*	VDM87875.1
4	4	0.902	BBX44836.1	BBZ13817.1	BBZ39565.1	*	VDM88884.1
4	4	0.901	*	BBZ11020.1	BBZ37006.1	QYL23169.1	VDM86901.1
4	4	0.901	BBX44081.1	BBZ14474.1	*	QYL24936.1	VDM88131.1
4	4	0.901	BBX45657.1	BBZ12961.1	BBZ40739.1	*	VDM89914.1
4	4	0.901	BBX46356.1	BBZ12223.1	BBZ41446.1	*	VDM90483.1
4	4	0.901	BBX46741.1	BBZ12303.1	BBZ41873.1	*	VDM87920.1
4	4	0.901	BBX47431.1	BBZ11230.1	BBZ42609.1	QYL22688.1	*
4	4	0.9	*	BBZ13100.1	BBZ40665.1	QYL21346.1	VDM89854.1
4	4	0.9	BBX45300.1	BBZ13319.1	BBZ40330.1	*	VDM89555.1
4	4	0.9	BBX45585.1	BBZ13077.1	BBZ40679.1	*	VDM89868.1
4	4	0.9	BBX46032.1	BBZ12533.1	BBZ41162.1	*	VDM90231.1
4	4	0.9	BBX47410.1	*	BBZ42597.1	QYL24646.1	VDM86740.1
4	4	0.899	*	BBZ10946.1	BBZ37119.1	QYL23367.1	VDM86987.1
4	4	0.899	BBX48371.1	BBZ10259.1	BBZ37729.1	*	VDM87509.1
4	4	0.898	*	BBZ14655.1	BBZ38398.1	QYL24668.1	VDM87972.1
4	4	0.897	*	BBZ10846.1	BBZ41044.1	QYL23653.1	VDM91092.1
4	4	0.897	BBX44659.1	BBZ13887.1	BBZ39338.1	*	VDM88722.1
4	4	0.897	BBX45447.1	*	BBZ40517.1	QYL21157.1	VDM89731.1
4	4	0.897	BBX47364.1	BBZ11281.1	BBZ40338.1	QYL24123.1	*
4	4	0.896	BBX44346.1	BBZ14193.1	BBZ41737.1	QYL25080.1	*
4	4	0.896	BBX45591.1	BBZ13071.1	BBZ40685.1	*	VDM89874.1
4	4	0.896	BBX48158.1	BBZ10458.1	BBZ37515.1	*	VDM87339.1
4	4	0.895	BBX47467.1	BBZ11186.1	BBZ42648.1	QYL24838.1	*
4	4	0.894	*	BBZ10850.1	BBZ41040.1	QYL23657.1	VDM91088.1
4	4	0.894	*	BBZ13534.1	BBZ39998.1	QYL20342.1	VDM89261.1
4	4	0.894	BBX44855.1	BBZ13792.1	BBZ39582.1	*	VDM88903.1
4	4	0.894	BBX46301.1	BBZ12283.1	*	QYL22021.1	VDM90427.1
4	4	0.894	BBX47132.1	*	BBZ42299.1	QYL22805.1	VDM91302.1
4	4	0.894	BBX48339.1	BBZ10938.1	BBZ38371.1	*	VDM87956.1
4	4	0.893	BBX45952.1	BBZ12616.1	BBZ41053.1	QYL21663.1	*
4	4	0.893	BBX47466.1	BBZ11187.1	BBZ42647.1	QYL24837.1	*
4	4	0.892	BBX44535.1	BBZ14008.1	BBZ39156.1	*	VDM88618.1
4	4	0.892	BBX45035.1	BBZ13601.1	BBZ39033.1	*	VDM89162.1
4	4	0.892	BBX48434.1	BBZ10182.1	BBZ37802.1	*	VDM87617.1
4	4	0.892	BBX48504.1	BBZ10105.1	BBZ37898.1	QYL25455.1	*
4	4	0.891	*	BBZ14826.1	BBZ39969.1	QYL23230.1	VDM88854.1
4	4	0.891	BBX45416.1	BBZ13247.1	BBZ40489.1	*	VDM89705.1
4	4	0.89	*	BBZ10855.1	BBZ41035.1	QYL25379.1	VDM91083.1
4	4	0.89	BBX44131.1	BBZ14407.1	*	QYL24903.1	VDM88194.1
4	4	0.89	BBX47102.1	BBZ11340.1	BBZ38155.1	QYL24296.1	*
4	4	0.889	*	BBZ10953.1	BBZ37112.1	QYL23356.1	VDM86972.1
4	4	0.889	BBX48298.1	BBZ10324.1	*	QYL25428.1	VDM87448.1
4	4	0.886	BBX44935.1	BBZ13701.1	BBZ39673.1	*	VDM88992.1
4	4	0.885	BBX44953.1	BBZ13690.1	BBZ39694.1	*	VDM89002.1
4	4	0.885	BBX46583.1	BBZ13336.1	BBZ39961.1	QYL25327.1	*
4	4	0.884	*	BBZ13412.1	BBZ40128.1	QYL20938.1	VDM89391.1
4	4	0.884	BBX47165.1	BBZ11395.1	BBZ42341.1	QYL22831.1	*
4	4	0.883	BBX45014.1	BBZ13615.1	BBZ39555.1	*	VDM86594.1
4	4	0.883	BBX45076.1	BBZ13559.1	BBZ39972.1	*	VDM89238.1
4	4	0.883	BBX46740.1	BBZ12302.1	BBZ41874.1	*	VDM87919.1
4	4	0.883	BBX47340.1	BBZ13657.1	BBZ42516.1	*	VDM86679.1
4	4	0.883	BBX47460.1	*	BBZ42639.1	QYL20814.1	VDM86780.1
4	4	0.882	BBX47059.1	BBZ11462.1	BBZ42176.1	QYL22675.1	*
4	4	0.881	*	BBZ13540.1	BBZ39993.1	QYL20345.1	VDM89254.1
4	4	0.881	BBX44743.1	*	BBZ40642.1	QYL22341.1	VDM89835.1
4	4	0.881	BBX45075.1	BBZ13560.1	BBZ39970.1	*	VDM89237.1
4	4	0.881	BBX45639.1	BBZ14567.1	*	QYL20715.1	VDM88319.1
4	4	0.881	BBX47197.1	BBZ11865.1	BBZ41741.1	QYL22768.1	*
4	4	0.881	BBX48842.1	BBZ11977.1	BBZ38154.1	*	VDM87900.1
4	4	0.88	BBX45025.1	BBZ13607.1	BBZ38163.1	QYL25633.1	*
4	4	0.88	BBX46196.1	BBZ12404.1	BBZ41251.1	QYL24489.1	*
4	4	0.88	BBX46592.1	BBZ11924.1	BBZ42509.1	QYL20549.1	*
4	4	0.879	BBX45577.1	BBZ13090.1	BBZ40672.1	*	VDM89860.1
4	4	0.879	BBX46743.1	BBZ12305.1	BBZ41871.1	*	VDM87922.1
4	4	0.879	BBX47378.1	BBZ11267.1	BBZ42561.1	*	VDM86706.1
4	4	0.879	BBX48375.1	*	BBZ39640.1	QYL20463.1	VDM88967.1
4	4	0.878	*	BBZ10854.1	BBZ41036.1	QYL25378.1	VDM91084.1
4	4	0.878	*	BBZ12345.1	BBZ41336.1	QYL21962.1	VDM90398.1
4	4	0.878	BBX44062.1	*	BBZ38514.1	QYL24856.1	VDM88109.1
4	4	0.877	*	BBZ11053.1	BBZ38479.1	QYL21234.1	VDM88071.1
4	4	0.877	BBX45435.1	*	BBZ40507.1	QYL21111.1	VDM89721.1
4	4	0.877	BBX45480.1	BBZ10621.1	BBZ37364.1	*	VDM87220.1
4	4	0.876	*	BBZ10847.1	BBZ41043.1	QYL23654.1	VDM91091.1
4	4	0.876	BBX44315.1	*	BBZ38967.1	QYL24653.1	VDM88383.1
4	4	0.876	BBX44983.1	BBZ13649.1	BBZ39988.1	QYL23195.1	*
4	4	0.876	BBX48595.1	*	BBZ38008.1	QYL24350.1	VDM87738.1
4	4	0.876	BBX48630.1	BBZ09963.1	*	QYL24373.1	VDM87773.1
4	4	0.875	BBX44839.1	BBZ13814.1	BBZ39567.1	*	VDM88887.1
4	4	0.875	BBX46745.1	BBZ12307.1	BBZ41869.1	*	VDM87924.1
4	4	0.875	BBX47330.1	BBZ13837.1	BBZ38423.1	QYL22727.1	*
4	4	0.875	BBX48198.1	BBZ10416.1	BBZ37557.1	*	VDM87377.1
4	4	0.874	BBX46935.1	BBZ11556.1	BBZ42142.1	*	VDM91142.1
4	4	0.873	*	BBZ11021.1	BBZ37004.1	QYL23167.1	VDM86899.1
4	4	0.873	BBX46989.1	BBZ11546.1	BBZ42261.1	*	VDM91146.1
4	4	0.873	BBX47069.1	BBZ11455.1	BBZ42168.1	*	VDM91234.1
4	4	0.872	BBX44908.1	BBZ13724.1	BBZ39652.1	*	VDM88973.1
4	4	0.872	BBX47077.1	BBZ10587.1	BBZ42161.1	*	VDM91241.1
4	4	0.872	BBX47463.1	BBZ11190.1	BBZ42644.1	*	VDM86785.1
4	4	0.871	BBX44313.1	*	BBZ38965.1	QYL25501.1	VDM88381.1
4	4	0.871	BBX45904.1	BBZ12777.1	*	QYL25762.1	VDM90429.1
4	4	0.87	BBX45013.1	BBZ14760.1	BBZ39815.1	*	VDM89130.1
4	4	0.87	BBX45341.1	BBZ13298.1	BBZ40390.1	*	VDM89625.1
4	4	0.87	BBX46933.1	BBZ11558.1	BBZ42138.1	*	VDM91136.1
4	4	0.869	*	BBZ14457.1	BBZ38526.1	QYL24872.1	VDM88151.1
4	4	0.869	BBX44742.1	*	BBZ40641.1	QYL22340.1	VDM89834.1
4	4	0.869	BBX48778.1	BBZ11483.1	BBZ42195.1	*	VDM88630.1
4	4	0.868	*	BBZ10848.1	BBZ41042.1	QYL23655.1	VDM91090.1
4	4	0.868	BBX44200.1	BBZ14354.1	BBZ38637.1	*	VDM88248.1
4	4	0.868	BBX48537.1	*	BBZ38286.1	QYL25709.1	VDM87814.1
4	4	0.867	BBX45647.1	BBZ12978.1	BBZ40724.1	QYL24524.1	*
4	4	0.867	BBX45978.1	BBZ12213.1	BBZ42086.1	*	VDM91093.1
4	4	0.867	BBX46046.1	BBZ12515.1	*	QYL21746.1	VDM90247.1
4	4	0.866	*	BBZ13349.1	BBZ40208.1	QYL21008.1	VDM89451.1
4	4	0.866	*	BBZ14900.1	BBZ40660.1	QYL20849.1	VDM89850.1
4	4	0.866	BBX44316.1	*	BBZ38442.1	QYL20350.1	VDM88012.1
4	4	0.866	BBX46938.1	BBZ11550.1	BBZ41969.1	*	VDM90990.1
4	4	0.866	BBX47820.1	BBZ10838.1	BBZ37480.1	QYL23467.1	*
4	4	0.865	*	BBZ13734.1	BBZ39634.1	QYL24332.1	VDM88961.1
4	4	0.865	BBX44861.1	BBZ13773.1	BBZ39592.1	*	VDM88917.1
4	4	0.865	BBX46939.1	BBZ13653.1	BBZ39453.1	*	VDM88822.1
4	4	0.864	BBX46744.1	BBZ12306.1	BBZ41870.1	*	VDM87923.1
4	4	0.863	BBX44361.1	BBZ14186.1	BBZ38997.1	*	VDM88415.1
4	4	0.863	BBX46076.1	BBZ11160.1	BBZ40783.1	*	VDM88798.1
4	4	0.862	BBX47432.1	BBZ11229.1	*	QYL23015.1	VDM86752.1
4	4	0.861	BBX46535.1	BBZ11993.1	BBZ40368.1	QYL22166.1	*
4	4	0.86	BBX46580.1	BBZ13339.1	BBZ39958.1	QYL23225.1	*
4	4	0.86	BBX47193.1	BBZ11869.1	BBZ41745.1	QYL22772.1	*
4	4	0.859	BBX46082.1	BBZ12480.1	BBZ41213.1	*	VDM90304.1
4	4	0.859	BBX46578.1	BBZ13341.1	BBZ39957.1	QYL23223.1	*
4	4	0.858	BBX44288.1	BBZ14258.1	BBZ38915.1	*	VDM88325.1
4	4	0.858	BBX46742.1	BBZ12304.1	BBZ41872.1	*	VDM87921.1
4	4	0.857	BBX44961.1	BBZ13679.1	BBZ39705.1	*	VDM89010.1
4	4	0.857	BBX45880.1	BBZ12740.1	*	QYL25414.1	VDM89520.1
4	4	0.857	BBX48606.1	BBZ09989.1	BBZ38016.1	*	VDM87748.1
4	4	0.856	BBX44579.1	BBZ13965.1	BBZ39251.1	QYL22706.1	*
4	4	0.856	BBX45487.1	BBZ10620.1	BBZ37366.1	*	VDM87221.1
4	4	0.856	BBX47227.1	BBZ13585.1	*	QYL21022.1	VDM89321.1
4	4	0.855	*	BBZ10489.1	BBZ37986.1	QYL22982.1	VDM90973.1
4	4	0.855	*	BBZ10852.1	BBZ41038.1	QYL23659.1	VDM91086.1
4	4	0.854	BBX45018.1	*	BBZ39795.1	QYL20455.1	VDM89105.1
4	4	0.854	BBX46038.1	BBZ12523.1	BBZ41167.1	*	VDM90238.1
4	4	0.854	BBX46563.1	BBZ11959.1	BBZ39523.1	QYL22196.1	*
4	4	0.854	BBX47032.1	BBZ11492.1	BBZ42211.1	*	VDM91201.1
4	4	0.854	BBX47737.1	BBZ10911.1	BBZ37170.1	QYL23419.1	*
4	4	0.853	BBX45380.1	*	BBZ40822.1	QYL21622.1	VDM90008.1
4	4	0.853	BBX45540.1	BBZ13128.1	BBZ40604.1	*	VDM89815.1
4	4	0.853	BBX47429.1	BBZ11232.1	BBZ42607.1	*	VDM86749.1
4	4	0.853	BBX48612.1	BBZ09985.1	BBZ40993.1	QYL24354.1	*
4	4	0.853	BBX48641.1	BBZ09951.1	BBZ42476.1	*	VDM86649.1
4	4	0.851	BBX47240.1	BBZ14511.1	BBZ39836.1	QYL22779.1	*
4	4	0.85	BBX44041.1	BBZ14549.1	BBZ38492.1	*	VDM88082.1
4	4	0.85	BBX46057.1	BBZ12506.1	BBZ41182.1	*	VDM90255.1
4	4	0.848	BBX44812.1	BBZ12698.1	BBZ39437.1	*	VDM88811.1
4	4	0.848	BBX46546.1	BBZ11979.1	BBZ38897.1	QYL24513.1	*
4	4	0.848	BBX47870.1	*	BBZ37269.1	QYL21998.1	VDM87116.1
4	4	0.848	BBX48126.1	BBZ10491.1	BBZ37485.1	QYL23754.1	*
4	4	0.846	BBX44638.1	BBZ13905.1	BBZ39322.1	*	VDM88707.1
4	4	0.845	*	BBZ14901.1	BBZ40659.1	QYL25646.1	VDM89849.1
4	4	0.844	*	BBZ10490.1	BBZ40332.1	QYL22981.1	VDM90978.1
4	4	0.844	BBX44569.1	BBZ13974.1	BBZ39189.1	*	VDM88654.1
4	4	0.844	BBX47199.1	BBZ11864.1	BBZ41740.1	QYL22767.1	*
4	4	0.844	BBX48441.1	BBZ10174.1	BBZ37804.1	*	VDM87619.1
4	4	0.842	BBX46348.1	BBZ10567.1	BBZ41219.1	*	VDM90311.1
4	4	0.841	BBX44554.1	*	BBZ39173.1	QYL25011.1	VDM88639.1
4	4	0.841	BBX45457.1	BBZ13203.1	BBZ40529.1	QYL23156.1	*
4	4	0.841	BBX48843.1	BBZ11978.1	BBZ38153.1	*	VDM87901.1
4	4	0.839	BBX45015.1	BBZ13621.1	BBZ39755.1	*	VDM88846.1
4	4	0.838	BBX44168.1	*	BBZ38605.1	QYL24911.1	VDM88220.1
4	4	0.838	BBX47524.1	BBZ11114.1	BBZ36944.1	QYL23118.1	*
4	4	0.834	BBX45917.1	BBZ12773.1	BBZ38063.1	*	VDM87796.1
4	4	0.834	BBX48816.1	*	BBZ38277.1	QYL25027.1	VDM88801.1
4	4	0.833	*	BBZ10851.1	BBZ41039.1	QYL23658.1	VDM91087.1
4	4	0.833	BBX48605.1	BBZ09990.1	BBZ38015.1	*	VDM87747.1
4	4	0.831	*	BBZ12296.1	BBZ42408.1	QYL20831.1	VDM89125.1
4	4	0.831	BBX47422.1	BBZ12123.1	*	QYL23056.1	VDM90668.1
4	4	0.83	BBX47628.1	BBZ10991.1	BBZ37036.1	QYL23309.1	*
4	4	0.829	*	BBZ13178.1	BBZ40551.1	QYL24163.1	VDM90972.1
4	4	0.829	BBX47868.1	*	BBZ37268.1	QYL23521.1	VDM87115.1
4	4	0.828	BBX45458.1	BBZ13202.1	BBZ40530.1	QYL23157.1	*
4	4	0.828	BBX48922.1	BBZ14654.1	BBZ42359.1	QYL22693.1	*
4	4	0.827	BBX45290.1	BBZ13611.1	BBZ39554.1	*	VDM88872.1
4	4	0.826	*	BBZ10849.1	BBZ41041.1	QYL23656.1	VDM91089.1
4	4	0.826	*	BBZ11609.1	BBZ39879.1	QYL22751.1	VDM87323.1
4	4	0.826	BBX47507.1	BBZ11129.1	BBZ42705.1	QYL23103.1	*
4	4	0.825	*	BBZ14899.1	BBZ40661.1	QYL20848.1	VDM89851.1
4	4	0.822	BBX48800.1	BBZ14748.1	BBZ38185.1	QYL24479.1	*
4	4	0.821	BBX46574.1	BBZ09942.1	BBZ39945.1	QYL23210.1	*
4	4	0.821	BBX46998.1	BBZ11536.1	BBZ42252.1	*	VDM91152.1
4	4	0.82	BBX45575.1	BBZ13092.1	BBZ40670.1	*	VDM89858.1
4	4	0.82	BBX48817.1	BBZ14743.1	BBZ41382.1	*	VDM90423.1
4	4	0.818	BBX46430.1	BBZ12148.1	BBZ41569.1	*	VDM90560.1
4	4	0.817	BBX48527.1	BBZ10081.1	BBZ40327.1	QYL24256.1	*
4	4	0.817	BBX48669.1	BBZ09910.1	BBZ38073.1	QYL25475.1	*
4	4	0.816	BBX47655.1	BBZ10961.1	BBZ40360.1	*	VDM89589.1
4	4	0.815	BBX47387.1	BBZ10582.1	BBZ42577.1	*	VDM86721.1
4	4	0.814	BBX48219.1	BBZ10398.1	BBZ39557.1	*	VDM88874.1
4	4	0.813	BBX47353.1	BBZ11302.1	BBZ40354.1	QYL23478.1	*
4	4	0.813	BBX47592.1	BBZ11031.1	BBZ36991.1	QYL22925.1	*
4	4	0.812	BBX46405.1	BBZ12171.1	BBZ41548.1	QYL21392.1	*
4	4	0.809	BBX44328.1	BBZ14213.1	BBZ38974.1	*	VDM88389.1
4	4	0.806	BBX45983.1	BBZ12581.1	BBZ42528.1	*	VDM87727.1
4	4	0.804	BBX47230.1	BBZ12243.1	BBZ41424.1	QYL22063.1	*
4	4	0.803	BBX48266.1	BBZ10360.1	BBZ37616.1	*	VDM87421.1
4	4	0.8	BBX44866.1	BBZ13769.1	BBZ39600.1	QYL20654.1	*
4	4	0.8	BBX47391.1	*	BBZ42581.1	QYL22712.1	VDM86725.1
4	4	0.799	BBX45006.1	BBZ12766.1	BBZ39915.1	*	VDM89203.1
4	4	0.796	BBX44082.1	BBZ14473.1	*	QYL24937.1	VDM88132.1
4	4	0.796	BBX48114.1	BBZ10502.1	BBZ37471.1	*	VDM87292.1
4	4	0.792	*	BBZ10487.1	BBZ37487.1	QYL23758.1	VDM87304.1
4	4	0.791	BBX45683.1	BBZ14515.1	BBZ38493.1	*	VDM88086.1
4	4	0.791	BBX46253.1	BBZ12342.1	BBZ41338.1	*	VDM90400.1
4	4	0.79	BBX44538.1	BBZ14003.1	BBZ39159.1	*	VDM88620.1
4	4	0.786	BBX48034.1	BBZ14349.1	BBZ37426.1	QYL23976.1	*
4	4	0.78	*	BBZ10196.1	BBZ37784.1	QYL24165.1	VDM87607.1
4	4	0.78	BBX45671.1	BBZ12946.1	BBZ42473.1	QYL24530.1	*
4	4	0.776	BBX44407.1	BBZ14153.1	BBZ39026.1	*	VDM88444.1
4	4	0.776	BBX47175.1	BBZ11388.1	BBZ37343.1	QYL24715.1	*
4	4	0.775	BBX44912.1	BBZ13719.1	BBZ39656.1	*	VDM88977.1
4	4	0.775	BBX46730.1	BBZ11793.1	*	QYL22369.1	VDM90859.1
4	4	0.769	BBX46064.1	*	BBZ41189.1	QYL21795.1	VDM90261.1
4	4	0.769	BBX47861.1	BBZ12638.1	*	QYL21668.1	VDM91082.1
4	4	0.769	BBX47948.1	BBZ15045.1	*	QYL20737.1	VDM88177.1
4	4	0.769	BBX48405.1	BBZ10222.1	BBZ37769.1	*	VDM87587.1
4	4	0.764	BBX47952.1	BBZ10653.1	*	QYL21553.1	VDM86644.1
4	4	0.76	BBX46595.1	BBZ11920.1	BBZ42499.1	QYL20550.1	*
4	4	0.76	BBX48436.1	BBZ10181.1	BBZ42527.1	*	VDM89152.1
4	4	0.756	BBX48794.1	*	BBZ42099.1	QYL20407.1	VDM91104.1
4	4	0.755	BBX48609.1	BBZ09986.1	BBZ38019.1	*	VDM87751.1
4	4	0.749	*	BBZ10242.1	BBZ37743.1	QYL24092.1	VDM87545.1
4	4	0.749	BBX47044.1	BBZ11478.1	*	QYL25854.1	VDM91213.1
4	4	0.749	BBX48499.1	BBZ10110.1	BBZ37894.1	QYL24222.1	*
4	4	0.748	BBX47915.1	*	BBZ37866.1	QYL25064.1	VDM88849.1
4	4	0.744	*	BBZ13733.1	BBZ39635.1	QYL24331.1	VDM88962.1
4	4	0.741	BBX44272.1	BBZ10599.1	*	QYL23635.1	VDM88019.1
4	4	0.741	BBX44578.1	BBZ13966.1	BBZ39250.1	QYL22708.1	*
4	4	0.739	*	BBZ12249.1	BBZ41418.1	QYL22059.1	VDM90463.1
4	4	0.739	BBX46990.1	BBZ11545.1	BBZ42260.1	*	VDM91147.1
4	4	0.736	BBX47882.1	BBZ10749.1	BBZ37285.1	*	VDM87134.1
4	4	0.735	BBX47541.1	BBZ12774.1	*	QYL24415.1	VDM88523.1
4	4	0.733	BBX48871.1	BBZ13566.1	BBZ38346.1	*	VDM87256.1
4	4	0.729	BBX47821.1	BBZ12277.1	BBZ37959.1	*	VDM89214.1
4	4	0.729	BBX48335.1	BBZ14273.1	BBZ40690.1	*	VDM89884.1
4	4	0.726	BBX46567.1	BBZ11951.1	BBZ41724.1	*	VDM90722.1
4	4	0.725	BBX44856.1	BBZ13791.1	BBZ39583.1	*	VDM88904.1
4	4	0.723	BBX47489.1	BBZ11158.1	BBZ42670.1	*	VDM86807.1
4	4	0.72	*	BBZ13561.1	BBZ39939.1	QYL20357.1	VDM89235.1
4	4	0.72	BBX44483.1	BBZ14073.1	BBZ37025.1	*	VDM86920.1
4	4	0.715	BBX47883.1	BBZ10748.1	BBZ37286.1	*	VDM87135.1
4	4	0.713	BBX46068.1	*	BBZ41193.1	QYL21798.1	VDM90265.1
4	4	0.71	BBX45911.1	BBZ13931.1	BBZ39287.1	*	VDM88690.1
4	4	0.709	BBX46337.1	BBZ12245.1	*	QYL22061.1	VDM90468.1
4	4	0.707	BBX44472.1	BBZ14082.1	BBZ39093.1	*	VDM88515.1
4	4	0.697	BBX44439.1	*	BBZ42570.1	QYL21635.1	VDM86714.1
4	4	0.691	BBX44987.1	BBZ11600.1	BBZ39731.1	*	VDM89030.1
4	4	0.691	BBX45288.1	BBZ13345.1	BBZ40212.1	*	VDM89455.1
4	4	0.689	*	BBZ11560.1	BBZ42137.1	QYL24148.1	VDM91135.1
4	4	0.688	BBX44580.1	BBZ13964.1	BBZ39252.1	QYL22707.1	*
4	4	0.68	BBX45284.1	BBZ13347.1	BBZ40210.1	*	VDM89453.1
